Date,Open,High,Low,Close,Volume,Day of the week,Change,NASDAQ
04-02-2015,26.389547,26.560678,25.99214,26.066435,33273101,4,0.240339,4221.200195
05-02-2015,26.117794,26.35265,26.033026,26.306774,36995292,5,0.170532,4256.180176
06-02-2015,26.309767,26.786457,26.248434,26.477306,35270570,6,-0.158065,4228.680176
09-02-2015,26.327717,26.52717,26.228989,26.319241,25355423,2,0.454252,4216.089844
10-02-2015,26.392538,26.81139,26.273865,26.773493,34997823,3,-0.048367,4281.160156
11-02-2015,26.691717,26.848787,26.595881,26.725126,27555446,4,0.347046,4297.279785
12-02-2015,26.788952,27.166414,26.660454,27.072172,32404724,5,0.303169,4347.970215
13-02-2015,27.093117,27.420218,27.082146,27.375341,38006060,6,-0.307655,4384.029785
17-02-2015,27.26664,27.424706,26.980425,27.067686,32336537,3,-0.15657,4385.339844
18-02-2015,26.995884,27.199823,26.801914,26.911116,29061570,4,0.158065,4390.910156
19-02-2015,26.828342,27.081148,26.826847,27.069181,19782163,5,-0.195463,4411.859863
20-02-2015,27.082146,27.113062,26.716648,26.873718,28887092,6,-0.351036,4443.049805
23-02-2015,26.729115,26.748512,26.398024,26.522682,29157834,2,0.208428,4449.490234
24-02-2015,26.427443,26.766014,26.340183,26.73111,20101036,3,0.387935,4451.029785
25-02-2015,26.721636,27.236223,26.698948,27.119045,36519991,4,0.578909,4440.589844
26-02-2015,27.086136,27.730865,27.00087,27.697954,46230579,5,0.145601,4462.27002
27-02-2015,27.636126,28.158192,27.569307,27.843555,48203982,6,0.64523,4440.669922
02-03-2015,27.949764,28.529173,27.861008,28.488785,42592618,2,0.114685,4483.049805
03-03-2015,28.444407,28.690729,28.248444,28.60347,34095352,3,-0.013464,4458.779785
04-03-2015,28.515211,28.776493,28.322741,28.590006,37536775,4,0.097732,4445.359863
05-03-2015,28.672279,28.816385,28.592001,28.687738,27792094,5,-0.381204,4452.060059
06-03-2015,28.665298,28.755053,28.26041,28.306534,33182854,6,0.058092,4399.22998
09-03-2015,28.265396,28.435431,28.099604,28.364626,21242161,2,-0.690106,4412.990234
10-03-2015,28.135256,28.165173,27.660559,27.67452,35846146,3,-0.190977,4329.080078
11-03-2015,27.681002,27.830591,27.458612,27.483543,36415706,4,0.215908,4305.379883
12-03-2015,27.599726,27.742332,27.447641,27.699451,27792094,5,-0.408378,4336.22998
13-03-2015,27.599226,27.843555,27.136497,27.291073,34071287,6,0.358515,4314.899902
16-03-2015,27.472075,27.766268,27.225252,27.649588,32819860,2,-0.182997,4370.470215
17-03-2015,27.509972,27.614185,27.32498,27.466591,36110871,3,0.431814,4375.629883
18-03-2015,27.549362,27.912367,27.275116,27.898405,42690887,4,-0.075293,4422.5
19-03-2015,27.89292,27.963226,27.731113,27.823112,23945563,5,0.118174,4426.819824
20-03-2015,28.005611,28.009102,27.875967,27.941286,52337299,6,-0.077288,4458.540039
23-03-2015,27.944778,28.041014,27.715406,27.863998,32876014,2,0.567442,4445.540039
24-03-2015,28.050985,28.650839,27.983671,28.43144,51665459,3,-0.568687,4430.990234
25-03-2015,28.446899,28.534658,27.86051,27.862753,43045859,4,-0.180254,4329.290039
26-03-2015,27.803165,27.868486,27.457115,27.682499,31452115,5,-0.340567,4315.259766
27-03-2015,27.574295,27.687983,27.331461,27.341932,37949906,6,0.183996,4332.859863
30-03-2015,27.505484,27.597731,27.333456,27.525928,25750504,2,-0.200948,4382.819824
31-03-2015,27.424706,27.659561,27.261154,27.32498,31760961,3,-0.271256,4333.689941
01-04-2015,27.354897,27.481548,26.901142,27.053724,39261497,4,-0.350538,4311.259766
02-04-2015,26.968458,26.968458,26.619267,26.703186,34327989,5,0.061581,4316.009766
06-04-2015,26.538139,26.846792,26.406002,26.764767,26488525,2,0.012714,4350.97998
07-04-2015,26.830338,27.060205,26.726622,26.777481,26057345,3,0.228872,4344.080078
08-04-2015,26.845297,27.118048,26.845297,27.006353,23570536,4,-0.041385,4375.959961
09-04-2015,26.977432,27.023308,26.701193,26.964968,31157308,5,-0.038395,4403.950195
10-04-2015,27.04026,27.04026,26.791943,26.926573,28189181,6,-0.041886,4422.02002
13-04-2015,26.846792,27.128519,26.791943,26.884687,32906096,2,-0.437797,4409.209961
14-04-2015,26.739088,26.804907,26.332306,26.44689,52082601,3,0.106706,4397.640137
15-04-2015,26.362621,26.663296,26.089373,26.553596,46376979,4,0.063326,4424.529785
16-04-2015,26.422457,26.706179,26.407997,26.616922,25997180,5,-0.486164,4418.830078
17-04-2015,26.360626,26.419464,25.979174,26.130758,43037837,6,0.564949,4351.799805
20-04-2015,26.208046,26.73111,26.153196,26.695707,33585958,2,-0.070306,4417.399902
21-04-2015,26.801914,26.895658,26.610689,26.625401,36895018,3,0.26901,4435.97998
22-04-2015,26.646841,26.979927,26.514704,26.894411,31871263,4,0.380705,4460.810059
23-04-2015,26.975939,27.472574,26.937544,27.275116,83697161,5,0.900528,4477.069824
24-04-2015,28.227501,28.478811,27.786213,28.175644,98650102,6,-0.407145,4536.779785
27-04-2015,28.1695,28.297501,27.66,27.768499,47960000,2,-0.084499,4525.040039
28-04-2015,27.732,27.801001,27.518299,27.684,29820000,3,-0.23,4515.27002
29-04-2015,27.5235,27.684,27.345249,27.454,33976000,4,-0.586999,4488.149902
30-04-2015,27.393499,27.429501,26.752501,26.867001,41644000,5,0.027999,4414.25
01-05-2015,26.921499,26.976999,26.605,26.895,35364000,6,0.144,4479.060059
04-05-2015,26.9265,27.203501,26.753,27.039,26160000,2,-0.498999,4482.609863
05-05-2015,26.9105,26.987,26.51955,26.540001,27662000,3,-0.329001,4409.390137
06-05-2015,26.562,26.618999,26.054251,26.211,31340000,4,0.324,4379.75
07-05-2015,26.199499,26.673,26.0875,26.535,30926000,5,0.375999,4401.549805
08-05-2015,26.8325,27.057501,26.25,26.910999,30552000,6,-0.125999,4458.649902
11-05-2015,26.918501,27.099001,26.77,26.785,18106000,2,-0.333,4438.640137
12-05-2015,26.58,26.66045,26.263,26.452,32684000,3,0.029001,4420.649902
13-05-2015,26.528,26.716101,26.432751,26.481001,25046000,4,0.438999,4426.560059
14-05-2015,26.688499,26.950001,26.620501,26.92,28078000,5,-0.227501,4495.040039
15-05-2015,26.959,26.963699,26.518999,26.692499,39426000,6,-0.077499,4494.290039
18-05-2015,26.6005,26.740999,26.442499,26.615,40068000,2,0.253,4512.950195
19-05-2015,26.698999,27.033001,26.652,26.868,39338000,3,0.095499,4503.720215
20-05-2015,26.9245,27.146,26.6486,26.963499,28616000,4,0.162001,4505.299805
21-05-2015,26.897499,27.191999,26.799,27.1255,29254000,5,-0.119999,4529.470215
22-05-2015,27.0075,27.209499,26.9755,27.005501,23524000,6,-0.389502,4527.160156
26-05-2015,26.906,26.950001,26.493999,26.615999,48130000,3,0.373501,4472.959961
27-05-2015,26.639999,27.0275,26.585501,26.9895,30500000,4,-0.0005,4546.060059
28-05-2015,26.900499,27.0305,26.8125,26.989,20596000,5,-0.383501,4535.660156
29-05-2015,26.8685,26.931499,26.5725,26.605499,51948000,6,0.094,4508.25
01-06-2015,26.8395,26.8395,26.488001,26.699499,38086000,2,0.259501,4521.850098
02-06-2015,26.6465,27.15,26.5665,26.959,38780000,3,0.056499,4508.890137
03-06-2015,26.995501,27.174999,26.855499,27.015499,34340000,4,-0.1805,4519.859863
04-06-2015,26.888,27.029499,26.716,26.834999,26966000,5,-0.168499,4487.029785
05-06-2015,26.817499,26.860001,26.625999,26.6665,27764000,6,-0.325001,4477.189941
08-06-2015,26.665501,26.705999,26.312,26.341499,30412000,2,-0.007,4431.509766
09-06-2015,26.378,26.459999,26.150499,26.334499,29106000,3,0.5,4427.609863
10-06-2015,26.468,26.917999,26.467501,26.834499,36300000,4,-0.104,4485.459961
11-06-2015,26.921249,26.948999,26.650999,26.730499,24350000,5,-0.113998,4488.470215
12-06-2015,26.58,26.656,26.507999,26.616501,19116000,6,-0.2565,4453.790039
15-06-2015,26.4,26.415001,26.200001,26.360001,32654000,2,0.047498,4432.919922
16-06-2015,26.42,26.482,26.278,26.407499,21436000,3,0.0555,4455.899902
17-06-2015,26.4685,26.549,26.254999,26.462999,25884000,4,0.373501,4468.97998
18-06-2015,26.549999,26.907499,26.539499,26.8365,36662000,5,-0.002001,4531.850098
19-06-2015,26.8605,26.9125,26.650499,26.834499,37870000,6,0.075001,4513.419922
22-06-2015,26.9795,27.187,26.876499,26.9095,25006000,2,0.1145,4544.040039
23-06-2015,26.982,27.074949,26.762501,27.024,23950000,3,-0.132,4548.740234
24-06-2015,27,27,26.783001,26.892,25732000,4,-0.130501,4524.600098
